Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,target_5yrs
Player_171,62,31.3,24.8,4.2,8.4,0.5,2.6,10.1,0.257,3.6,5.0,0.72,0.4,2.8,3.3,6.1,2.2,1.0,2.2,1
Player_172,58,20.9,24.2,5.5,10.6,0.519,2.3,4.9,0.469,3.8,5.6,0.679,1.3,3.9,5.5,3.9,1.8,3.0,0.4,1
Player_173,52,8.9,16.8,3.2,6.7,0.478,0.7,2.2,0.318,3.8,4.6,0.826,1.5,1.9,3.6,9.6,0.5,1.4,0.9,0
Player_174,12,9.1,15.8,3.6,9.3,0.387,0.1,0.2,0.5,4.0,5.1,0.784,2.5,5.3,8.1,5.7,2.7,2.6,1.7,1
Player_175,39,27.6,4.7,1.0,2.3,0.435,0.3,1.1,0.273,6.6,8.5,0.776,0.6,4.3,5.1,9.4,0.6,0.6,1.8,1
Player_176,2,19.2,23.4,4.6,9.3,0.495,2.2,6.7,0.328,6.3,10.0,0.63,3.4,1.3,5.1,0.1,3.0,1.5,4.5,1
Player_177,3,11.6,8.5,1.8,3.5,0.514,0.6,2.0,0.3,6.1,8.1,0.753,1.8,2.0,4.1,5.7,0.0,2.9,3.8,0
Player_178,56,21.2,15.2,3.5,7.5,0.467,1.1,4.0,0.275,5.6,8.3,0.675,3.7,4.1,8.1,7.2,0.8,2.8,4.9,1
Player_179,81,7.1,8.9,2.0,5.5,0.364,1.5,3.5,0.429,6.6,9.7,0.68,1.9,7.2,9.2,7.5,0.6,2.1,3.1,1
Player_180,59,24.2,4.4,0.9,1.9,0.474,2.2,4.6,0.478,0.7,0.9,0.778,1.1,4.7,6.3,9.0,0.0,2.4,1.4,0
Player_181,2,13.9,19.1,3.5,9.8,0.357,0.3,1.1,0.273,1.9,2.6,0.731,0.6,5.6,6.6,0.0,2.2,0.5,1.8,0
Player_182,2,31.3,2.1,0.4,0.9,0.444,1.2,3.2,0.375,3.5,5.4,0.648,0.0,3.0,3.4,0.0,2.1,2.2,1.7,0
Player_183,54,15.2,22.6,5.4,10.7,0.505,1.5,3.4,0.441,5.9,7.9,0.747,2.1,4.8,7.1,4.7,2.4,1.9,1.8,1
Player_184,1,20.0,9.9,2.1,5.7,0.368,1.6,4.7,0.34,3.5,5.5,0.636,0.4,3.9,4.6,0.3,0.8,0.3,3.4,0
Player_185,19,5.4,0.5,0.1,0.2,0.5,2.5,8.0,0.312,5.2,6.3,0.825,1.6,5.4,7.1,9.7,1.3,0.3,2.7,0
Player_186,2,7.4,15.6,3.9,9.8,0.398,0.5,1.0,0.5,1.0,1.1,0.909,2.4,0.9,3.6,2.2,2.0,0.3,2.1,1
Player_187,53,18.0,1.9,0.4,1.1,0.364,2.4,6.1,0.393,1.8,2.8,0.643,1.1,4.2,5.4,4.7,1.3,2.2,0.9,0
Player_188,44,20.8,8.6,1.7,3.1,0.548,2.1,4.3,0.488,5.1,7.8,0.654,0.7,2.7,3.7,0.6,2.1,0.4,0.3,0
Player_189,32,24.8,21.4,4.9,9.3,0.527,1.7,4.8,0.354,1.2,1.9,0.632,3.1,2.9,6.3,5.2,1.9,1.4,1.3,1
Player_190,70,14.6,2.3,0.5,1.3,0.385,2.1,8.0,0.262,2.5,3.6,0.694,3.8,7.7,11.7,3.8,0.3,1.1,0.7,0
Player_191,32,27.9,25.3,6.3,13.1,0.481,1.2,4.8,0.25,1.9,3.0,0.633,0.4,1.9,2.5,0.4,2.3,1.7,4.0,1
Player_192,68,33.4,0.6,0.1,0.2,0.5,0.4,1.3,0.308,2.4,3.6,0.667,0.6,2.8,3.8,,2.2,2.1,0.7,0
Player_193,55,30.7,7.8,1.3,2.4,0.542,2.0,4.6,0.435,5.0,7.6,0.658,3.8,4.3,8.2,3.9,2.0,2.1,3.7,1
Player_194,75,6.3,22.4,5.2,9.5,0.547,1.6,6.1,0.262,2.6,3.6,0.722,0.2,7.0,7.6,9.9,0.5,1.5,2.1,1
Player_195,56,20.9,9.8,2.2,5.7,0.386,1.9,5.8,0.328,3.9,5.0,0.78,3.9,3.6,7.6,2.1,0.8,1.4,0.6,0
Player_196,17,8.5,3.5,0.6,1.2,0.5,1.0,2.3,0.435,0.7,1.1,0.636,0.0,6.1,6.1,5.4,1.2,1.2,4.1,0
Player_197,38,13.0,11.1,1.9,4.3,0.442,2.7,10.4,0.26,5.6,7.4,0.757,3.5,6.9,10.5,9.9,0.8,2.6,3.0,1
Player_198,24,37.6,8.5,1.8,4.3,0.419,1.8,6.3,0.286,2.6,3.6,0.722,1.2,2.8,4.4,7.9,0.7,1.0,1.3,0
Player_199,69,9.7,25.4,6.2,13.8,0.449,0.3,1.0,0.3,4.5,6.0,0.75,3.8,3.4,7.4,9.9,2.4,0.8,4.5,1
Player_200,70,21.5,9.7,2.4,4.4,0.545,1.3,4.4,0.295,5.1,7.1,0.718,1.3,3.2,4.9,9.7,1.9,2.2,0.4,0
Player_201,11,25.4,23.8,4.6,11.9,0.387,2.3,5.5,0.418,1.5,2.0,0.75,2.6,6.7,9.6,4.9,1.7,1.1,1.2,1
Player_202,16,28.2,26.8,5.6,10.1,0.554,2.4,5.8,0.414,6.2,7.0,0.886,0.3,0.8,1.1,7.0,0.7,2.5,3.8,1
Player_203,73,23.5,13.3,3.3,8.5,0.388,1.5,5.1,0.294,4.3,6.6,0.652,1.0,2.8,4.2,1.1,2.8,1.0,3.6,1
Player_204,59,5.3,27.3,5.3,14.3,0.371,2.7,6.6,0.409,3.0,4.0,0.75,3.1,5.6,8.8,4.4,0.6,2.1,1.6,1
Player_205,70,15.8,,2.9,6.5,0.446,0.8,2.3,0.348,1.3,1.8,0.722,2.1,4.7,7.2,8.1,2.4,0.1,0.5,0
Player_206,80,22.1,28.9,5.2,12.1,0.43,1.2,4.3,0.279,6.6,7.7,0.857,3.7,3.8,7.6,5.1,2.9,1.2,4.3,1
Player_207,3,7.9,3.1,0.7,1.6,0.437,2.7,9.6,0.281,5.3,5.8,0.914,1.7,4.5,6.4,7.0,2.2,1.0,1.7,0
Player_208,20,16.6,20.8,5.1,11.2,0.455,2.7,7.8,0.346,1.5,1.8,0.833,3.5,2.0,5.9,7.5,3.0,2.5,1.1,1
Player_209,59,6.1,15.1,2.9,7.8,0.372,2.1,7.5,0.28,2.4,3.5,0.686,1.8,3.7,6.0,2.5,2.0,2.9,2.7,0
Player_210,36,7.6,11.9,2.5,6.7,0.373,2.6,9.6,0.271,5.7,6.6,0.864,3.9,4.3,8.4,8.8,0.7,1.4,4.6,1
Player_211,19,18.1,19.2,3.2,6.8,0.471,0.3,1.0,0.3,4.9,7.6,0.645,3.8,7.3,,4.6,0.6,2.5,0.4,0
Player_212,67,9.4,21.3,4.2,10.1,0.416,2.6,6.4,0.406,5.4,6.5,0.831,1.3,2.5,3.9,2.1,1.0,2.1,3.9,1
Player_213,19,23.7,0.6,0.1,0.3,0.333,1.0,2.5,0.4,3.1,3.7,0.838,3.5,7.0,10.9,8.7,0.0,2.9,2.9,0
Player_214,20,27.8,5.4,1.0,2.8,0.357,0.5,1.3,0.385,5.0,6.0,0.833,3.4,5.3,9.0,,2.0,2.4,2.2,0
Player_215,71,31.4,21.5,4.7,10.9,0.431,0.7,1.6,0.437,2.7,3.0,0.9,0.8,0.7,1.6,7.5,0.8,0.2,3.8,0
Player_216,52,11.6,20.2,3.5,7.9,0.443,1.3,3.3,0.394,1.5,2.2,0.682,2.5,5.9,8.6,5.5,2.4,2.1,4.8,1
Player_217,33,10.5,29.0,6.1,12.7,0.48,0.8,1.9,0.421,4.4,6.8,0.647,0.3,0.8,1.2,3.8,1.1,1.6,1.3,1
Player_218,40,8.5,23.0,4.5,12.4,0.363,1.0,2.9,0.345,6.8,9.6,0.708,3.3,8.0,11.5,,1.4,0.0,0.9,1
Player_219,39,26.0,28.5,6.9,13.4,0.515,0.4,1.5,0.267,2.2,2.6,0.846,0.7,7.0,7.8,5.8,2.9,0.8,4.6,0
Player_220,1,28.3,21.2,4.4,10.5,0.419,0.9,2.0,0.45,3.2,4.0,0.8,0.3,2.7,3.3,3.9,0.7,2.8,3.4,0
Player_221,11,6.0,9.3,1.6,3.3,0.485,1.7,5.8,0.293,4.7,6.3,0.746,1.6,2.4,,1.1,2.2,2.8,2.3,0
Player_222,57,35.9,3.6,0.6,1.2,0.5,1.3,4.4,0.295,3.8,6.0,0.633,2.3,3.4,5.7,9.0,2.3,2.4,3.0,0
Player_223,50,6.7,23.6,5.3,11.7,0.453,1.0,2.2,0.455,5.9,7.2,0.819,3.4,3.2,6.9,0.4,0.7,2.9,3.8,1
Player_224,23,22.9,19.5,4.4,12.3,0.358,2.2,8.5,0.259,5.3,7.8,0.679,3.9,3.3,7.5,8.6,1.5,2.4,3.9,1
Player_225,31,28.4,1.9,0.3,0.6,0.5,2.7,8.5,0.318,0.4,0.5,0.8,1.8,2.9,5.2,3.6,1.1,0.0,4.6,0
Player_226,42,33.7,11.1,1.9,4.5,0.422,2.3,6.3,0.365,7.0,8.7,0.805,0.2,5.2,5.7,6.4,2.3,0.9,2.2,0
Player_227,7,28.6,28.7,6.8,12.8,0.531,1.0,3.5,0.286,5.3,7.0,0.757,3.0,1.7,5.0,9.2,1.9,0.1,1.6,0
Player_228,16,31.5,15.3,3.1,6.1,0.508,2.2,5.5,0.4,6.0,6.8,0.882,2.3,6.8,9.3,1.5,1.4,0.3,3.3,0
Player_229,60,16.2,13.3,2.8,6.3,0.444,0.5,1.7,0.294,4.6,6.9,0.667,1.8,6.6,8.5,5.7,2.3,0.7,2.2,0
Player_230,2,31.9,14.0,2.4,5.5,0.436,0.4,0.8,0.5,6.0,7.3,0.822,1.2,4.1,5.3,7.6,0.7,1.5,3.1,1
Player_231,1,7.6,6.7,1.6,3.3,0.485,1.0,3.7,0.27,0.8,1.2,0.667,2.0,6.9,9.1,7.6,2.3,2.5,2.2,0
Player_232,48,34.5,11.4,2.6,5.5,0.473,2.4,7.0,0.343,2.4,2.7,0.889,1.4,2.4,3.8,5.3,2.6,2.6,0.9,1
Player_233,12,23.1,11.4,2.1,4.0,0.525,0.7,2.3,0.304,6.1,9.6,0.635,3.0,0.6,3.9,6.2,2.6,1.8,2.5,0
Player_234,69,32.0,2.0,0.5,1.1,0.455,0.2,0.5,0.4,1.4,1.7,0.824,2.2,5.1,7.5,7.6,2.4,2.8,3.5,0
Player_235,37,19.9,23.1,4.6,12.7,0.362,0.4,1.3,0.308,0.5,0.8,0.625,3.5,3.9,7.7,8.4,1.2,1.5,4.0,1
Player_236,32,26.2,12.8,2.6,7.1,0.366,2.6,9.2,0.283,5.5,8.3,0.663,2.2,4.8,7.1,7.6,2.9,2.7,2.6,1
Player_237,9,22.4,24.8,5.3,11.3,0.469,1.9,5.6,0.339,5.8,9.2,0.63,1.0,7.2,8.7,3.5,1.1,1.4,1.0,1
Player_238,19,29.1,25.6,5.3,12.6,0.421,0.8,2.6,0.308,1.1,1.5,0.733,3.4,7.8,11.6,10.0,1.9,0.8,2.2,0
Player_239,48,7.7,6.8,1.3,3.5,0.371,1.7,5.0,0.34,6.0,8.8,0.682,2.2,5.3,7.6,4.3,0.5,2.7,4.0,1
Player_240,80,7.0,19.9,4.6,8.3,0.554,1.6,6.1,0.262,4.8,6.2,0.774,0.8,6.2,7.2,0.2,2.9,1.2,2.2,1
Player_241,3,13.2,14.4,2.8,7.3,0.384,2.0,6.0,0.333,3.6,4.3,0.837,2.5,1.1,3.9,3.6,2.1,1.5,3.5,0
Player_242,20,10.3,26.5,4.7,12.9,0.364,0.7,2.6,0.269,5.8,7.7,0.753,1.4,1.7,3.1,1.3,2.3,1.0,2.6,1
Player_243,24,33.8,6.9,1.2,2.3,0.522,2.6,9.4,0.277,2.9,3.4,0.853,3.4,6.0,9.6,1.2,0.2,2.0,1.4,0
Player_244,54,12.2,20.5,4.8,9.4,0.511,0.9,2.5,0.36,1.4,2.2,0.636,1.8,3.7,5.6,2.8,2.3,3.0,4.0,0
Player_245,33,37.2,18.4,4.3,11.9,0.361,2.1,5.2,0.404,2.0,2.3,0.87,2.9,3.8,7.2,0.5,2.3,0.1,0.6,1
Player_246,24,16.1,9.2,2.0,4.7,0.426,0.0,0.0,0.0,3.5,4.9,0.714,0.4,2.8,3.6,6.9,2.0,2.7,2.7,0
Player_247,75,11.0,4.5,1.0,1.8,0.556,1.1,4.0,0.275,3.7,5.2,0.712,1.6,5.1,7.0,0.7,0.9,0.0,1.2,0
Player_248,72,31.1,19.7,4.1,8.4,0.488,1.1,2.7,0.407,5.6,7.7,0.727,3.9,1.9,6.1,2.0,1.5,1.1,0.5,1
Player_249,36,26.7,22.3,4.2,9.4,0.447,1.6,4.9,0.327,5.5,7.9,0.696,3.2,5.2,8.9,0.9,0.3,0.5,2.6,1
Player_250,38,21.4,9.8,2.4,6.0,0.4,0.2,0.7,0.286,4.1,4.7,0.872,0.6,1.8,2.9,0.6,1.4,2.3,2.6,0
Player_251,25,23.3,19.5,4.8,12.2,0.393,2.4,6.5,0.369,5.5,7.6,0.724,1.1,1.0,2.6,2.7,0.7,0.2,3.6,0
Player_252,18,28.7,12.2,2.6,7.3,0.356,0.7,2.3,0.304,1.3,1.6,0.812,1.3,3.0,4.4,5.7,1.0,1.7,3.8,0
Player_253,66,12.5,21.5,4.0,8.4,0.476,2.0,5.0,0.4,0.4,0.6,0.667,2.6,2.2,4.9,,0.5,0.9,3.7,1
Player_254,54,37.9,6.4,1.5,3.5,0.429,2.4,5.3,0.453,6.1,9.0,0.678,3.0,7.2,10.5,8.8,0.7,0.4,2.2,1
Player_255,35,37.2,26.8,5.1,11.9,0.429,1.7,6.1,0.279,0.5,0.8,0.625,3.0,0.9,4.2,8.8,0.2,2.3,3.2,1
Player_256,80,26.5,9.0,2.0,4.4,0.455,2.2,4.8,0.458,1.7,1.9,0.895,2.0,1.8,3.8,1.8,2.8,0.7,3.0,1
Player_257,61,11.6,11.3,2.0,3.9,0.513,2.0,5.1,0.392,4.9,6.1,0.803,3.2,4.6,7.8,2.6,1.6,0.7,2.2,0
Player_258,41,27.4,2.2,0.4,1.1,0.364,1.1,4.1,0.268,2.9,3.5,0.829,1.7,4.1,6.2,0.8,1.2,0.8,3.1,0
Player_259,33,7.4,3.8,0.8,2.1,0.381,2.4,6.5,0.369,6.1,6.7,0.91,0.5,0.8,1.7,7.8,1.6,1.8,4.7,0
Player_260,68,6.0,15.7,3.5,8.0,0.438,0.9,3.6,0.25,2.1,2.6,0.808,2.3,0.6,3.1,0.7,1.9,2.0,1.1,1
Player_261,33,13.5,8.4,1.7,4.1,0.415,1.7,6.7,0.254,0.1,0.1,1.0,3.8,7.9,12.1,5.6,2.8,0.1,4.5,0
Player_262,14,20.3,25.1,5.6,11.4,0.491,2.2,5.6,0.393,2.1,2.6,0.808,3.2,5.4,8.9,2.5,0.5,0.7,0.5,1
Player_263,21,33.7,0.9,0.2,0.5,0.4,1.1,2.3,0.478,4.0,5.4,0.741,2.3,3.2,5.9,2.4,0.9,1.3,1.7,0
Player_264,48,29.0,11.7,2.1,5.2,0.404,0.9,3.1,0.29,2.6,4.0,0.65,2.6,4.0,6.8,9.9,2.9,1.0,1.6,0
Player_265,20,29.5,10.5,2.0,4.6,0.435,1.4,4.1,0.341,3.7,5.4,0.685,3.7,2.5,6.3,7.6,1.1,2.7,3.2,0
Player_266,8,19.0,1.1,0.2,0.6,0.333,2.5,5.5,0.455,6.1,7.9,0.772,1.7,3.1,5.0,8.4,0.1,2.4,0.8,0
Player_267,7,16.4,4.2,0.9,2.2,0.409,2.8,9.6,0.292,6.4,8.2,0.78,1.3,5.4,6.9,5.7,0.4,1.9,4.4,0
Player_268,67,17.2,12.7,2.9,6.3,0.46,1.6,3.3,0.485,1.9,2.5,0.76,3.9,7.1,11.3,8.7,0.1,1.0,4.2,1
Player_269,17,37.6,15.0,2.7,6.9,0.391,2.0,7.5,0.267,3.2,3.8,0.842,3.5,1.9,5.5,6.5,3.0,2.1,3.3,0
Player_270,33,6.3,12.4,2.6,5.1,0.51,2.7,6.1,0.443,3.8,5.4,0.704,1.3,6.8,8.6,9.5,0.8,2.5,2.4,1
Player_271,48,33.6,16.2,3.0,6.6,0.455,0.3,0.7,0.429,6.6,8.5,0.776,1.9,1.4,3.4,,2.8,1.8,4.7,0
Player_272,76,24.1,18.1,4.0,8.6,0.465,0.7,1.6,0.437,7.0,10.7,0.654,1.7,2.1,3.9,6.0,3.0,2.4,4.2,0
Player_273,59,19.5,0.8,0.2,0.4,0.5,2.1,8.2,0.256,1.6,2.4,0.667,0.6,0.8,1.7,6.9,1.8,2.2,2.6,1
Player_274,22,28.9,14.2,2.4,6.2,0.387,2.5,8.5,0.294,5.1,7.2,0.708,3.8,1.6,5.7,3.9,0.1,1.7,3.6,0
Player_275,30,21.1,28.9,6.7,15.3,0.438,2.6,9.4,0.277,2.6,3.3,0.788,1.6,7.4,9.2,,0.2,0.9,2.9,1
Player_276,38,33.8,15.8,2.6,6.7,0.388,1.2,3.4,0.353,0.1,0.1,1.0,3.5,3.9,7.8,9.8,1.4,2.2,3.0,1
Player_277,51,34.7,20.5,3.4,8.1,0.42,0.3,0.8,0.375,0.1,0.1,1.0,0.8,1.1,2.2,4.9,1.2,0.6,1.8,1
Player_278,54,18.9,9.7,1.7,3.6,0.472,1.3,3.2,0.406,3.2,4.3,0.744,2.2,7.7,,3.9,1.8,2.3,2.4,0
Player_279,8,14.1,23.3,4.4,11.5,0.383,0.7,2.1,0.333,3.4,4.1,0.829,0.1,7.1,7.6,4.7,1.3,2.4,0.6,1
Player_280,27,24.5,23.3,4.5,9.2,0.489,0.9,2.8,0.321,0.2,0.2,1.0,3.1,6.2,9.3,8.5,2.8,2.5,1.9,1
Player_281,27,35.1,15.9,2.8,5.7,0.491,2.3,7.5,0.307,4.8,5.7,0.842,2.3,7.5,10.1,6.5,1.6,1.4,3.5,0
Player_282,21,12.0,29.3,6.4,14.7,0.435,0.2,0.5,0.4,2.1,3.1,0.677,2.5,2.2,5.1,0.4,2.1,0.6,4.8,1
Player_283,30,25.6,4.2,0.9,1.9,0.474,2.5,9.7,0.258,3.9,4.7,0.83,0.2,6.8,,5.4,2.7,0.3,4.8,0
Player_284,28,25.8,1.0,0.2,0.4,0.5,1.3,3.0,0.433,2.1,2.9,0.724,0.8,5.7,6.7,0.2,0.4,2.2,2.9,0
Player_285,64,29.2,23.2,4.8,11.8,0.407,1.8,7.1,0.254,1.2,1.6,0.75,0.3,7.0,7.8,7.8,0.7,2.7,3.1,1
Player_286,69,9.3,24.3,5.0,11.6,0.431,0.3,0.6,0.5,2.9,4.0,0.725,1.2,6.5,7.9,3.3,0.3,2.0,1.1,0
Player_287,61,28.6,4.0,0.9,2.0,0.45,1.0,3.0,0.333,1.6,2.5,0.64,2.5,3.1,5.8,4.7,0.4,0.4,3.5,1
Player_288,48,35.0,8.3,1.6,4.4,0.364,0.3,0.8,0.375,3.7,5.7,0.649,2.3,6.3,9.1,8.0,1.5,2.8,0.5,1
Player_289,19,10.9,,0.2,0.5,0.4,2.9,8.4,0.345,1.4,1.9,0.737,2.4,2.5,5.0,0.5,1.0,3.0,1.6,0
Player_290,4,12.8,9.2,2.1,5.6,0.375,2.4,7.5,0.32,3.6,4.0,0.9,2.2,3.0,5.2,1.6,1.3,1.3,3.4,0
Player_291,35,37.1,23.3,4.0,7.8,0.513,1.4,4.0,0.35,1.1,1.4,0.786,1.1,1.3,2.8,4.0,2.9,1.8,1.7,1
Player_292,64,11.0,15.8,2.9,6.9,0.42,0.7,2.0,0.35,4.7,6.6,0.712,1.0,7.5,8.9,2.3,0.5,2.3,0.4,1
Player_293,49,33.2,10.8,1.9,5.1,0.373,2.8,9.7,0.289,5.3,7.3,0.726,0.5,2.7,3.4,3.4,1.6,2.2,4.2,0
Player_294,17,21.2,11.5,2.2,5.2,0.423,1.0,3.4,0.294,0.8,1.1,0.727,3.4,4.4,8.1,10.0,0.3,2.9,1.7,0
Player_295,44,13.2,0.5,0.1,0.3,0.333,0.5,1.8,0.278,3.3,3.9,0.846,2.5,3.4,6.3,8.3,1.0,0.3,0.5,0
Player_296,30,33.7,9.3,2.3,5.0,0.46,1.7,4.2,0.405,0.5,0.7,0.714,0.7,7.7,8.8,8.8,1.6,1.7,0.6,0
Player_297,46,19.7,19.6,3.5,6.6,0.53,2.8,9.0,0.311,4.2,5.0,0.84,0.7,3.0,3.8,9.4,2.8,2.1,1.4,1
Player_298,6,22.0,29.2,7.2,16.3,0.442,0.0,0.0,0.0,1.9,2.8,0.679,3.5,6.3,9.8,3.4,1.2,2.7,1.1,1
Player_299,37,16.9,25.5,4.4,9.7,0.454,0.7,1.9,0.368,3.7,4.7,0.787,3.0,6.9,10.1,3.0,0.2,2.6,3.9,1
Player_300,24,24.6,1.2,0.2,0.5,0.4,2.8,8.3,0.337,3.6,5.2,0.692,2.6,3.8,6.8,2.3,1.2,2.9,1.7,0
Player_301,46,10.4,,5.9,12.1,0.488,0.5,1.3,0.385,6.5,7.3,0.89,1.6,3.3,5.3,8.3,0.4,1.5,4.1,1
Player_302,53,17.9,23.6,5.3,14.7,0.361,0.3,0.7,0.429,3.8,5.0,0.76,1.0,6.1,7.6,6.8,0.7,2.5,1.0,1
Player_303,60,37.0,23.5,4.2,11.6,0.362,1.7,4.1,0.415,4.1,6.0,0.683,3.9,7.3,11.6,2.4,1.9,1.3,2.6,1
Player_304,63,13.5,14.0,3.1,6.3,0.492,2.6,5.7,0.456,2.8,3.4,0.824,3.2,6.2,9.7,3.8,0.2,1.3,3.5,0
Player_305,32,26.7,12.2,2.1,4.5,0.467,1.4,4.7,0.298,6.6,9.9,0.667,1.2,2.2,3.6,5.1,1.4,0.8,3.3,0
Player_306,33,15.7,9.4,2.2,5.9,0.373,3.0,10.0,0.3,5.4,7.6,0.711,3.4,7.2,11.0,5.3,1.8,2.5,3.1,0
Player_307,67,30.5,2.4,0.6,1.7,0.353,2.0,7.8,0.256,2.0,2.8,0.714,3.0,3.4,6.8,8.9,1.3,3.0,4.6,0
Player_308,18,9.3,7.2,1.2,2.7,0.444,0.2,0.7,0.286,5.9,7.5,0.787,1.2,4.8,6.3,3.8,0.1,0.8,1.3,1
Player_309,25,37.0,7.8,1.5,3.2,0.469,3.0,6.3,0.476,3.0,4.0,0.75,1.7,6.7,8.4,9.1,3.0,0.2,2.6,0
Player_310,54,20.0,14.8,2.6,6.0,0.433,1.2,4.5,0.267,5.8,8.1,0.716,0.7,1.9,3.1,4.4,1.1,2.4,4.4,1
Player_311,58,12.8,22.5,4.8,11.9,0.403,0.9,3.4,0.265,5.8,7.8,0.744,0.4,6.4,7.0,7.5,2.3,1.9,0.6,1
Player_312,67,7.4,14.5,2.7,5.6,0.482,1.7,4.9,0.347,1.3,1.9,0.684,2.9,5.0,8.1,9.3,1.0,2.9,0.5,0
Player_313,46,10.6,2.2,0.4,1.0,0.4,0.9,2.9,0.31,4.9,6.5,0.754,1.1,7.2,8.6,9.1,1.4,0.8,1.3,0
Player_314,24,22.2,28.8,5.5,10.2,0.539,0.3,1.2,0.25,2.0,2.4,0.833,3.3,1.8,5.4,0.6,1.2,0.2,3.2,0
Player_315,32,16.1,28.3,5.3,9.8,0.541,0.0,0.0,0.0,2.1,2.5,0.84,4.0,3.7,7.8,2.1,1.0,1.5,1.4,1
Player_316,47,32.4,,4.6,10.1,0.455,1.3,5.0,0.26,2.1,2.3,0.913,0.3,6.7,7.4,4.8,0.1,0.3,1.1,1
Player_317,23,19.2,29.7,6.1,13.1,0.466,2.5,5.4,0.463,5.1,6.4,0.797,1.9,0.6,2.6,4.3,1.1,0.8,2.4,1
Player_318,66,13.2,16.6,3.6,7.6,0.474,1.7,4.0,0.425,1.6,2.4,0.667,3.2,1.3,,6.4,2.7,0.4,3.1,0
Player_319,27,25.4,28.9,5.2,11.9,0.437,3.0,8.6,0.349,0.0,0.0,0.0,3.2,7.9,11.3,9.4,2.1,0.7,1.4,1
Player_320,2,28.3,2.7,0.6,1.3,0.462,0.9,2.9,0.31,5.0,6.0,0.833,3.0,2.6,6.0,1.1,0.4,0.3,1.6,0
Player_321,17,10.5,11.3,2.1,4.2,0.5,0.8,2.9,0.276,1.2,1.9,0.632,1.4,7.8,9.7,4.5,1.8,2.9,3.1,1
Player_322,33,10.5,7.1,1.6,3.4,0.471,0.5,2.0,0.25,0.7,0.9,0.778,1.8,1.9,4.1,1.9,2.7,0.8,4.7,1
Player_323,9,6.2,6.3,1.2,3.3,0.364,0.5,1.4,0.357,1.7,2.6,0.654,2.4,3.2,6.1,8.9,2.1,1.3,3.4,0
Player_324,43,29.3,4.7,0.9,2.0,0.45,0.9,1.9,0.474,2.7,3.9,0.692,3.9,6.1,10.1,9.6,0.4,2.7,4.0,1
Player_325,48,26.9,18.9,4.3,9.7,0.443,2.4,8.6,0.279,3.3,4.8,0.688,1.3,5.4,6.7,4.8,2.6,2.0,2.0,0
Player_326,39,20.7,23.5,5.7,13.5,0.422,2.7,8.7,0.31,0.3,0.3,1.0,3.7,4.9,8.9,1.0,0.9,1.9,1.5,1
Player_327,42,32.9,17.6,4.1,11.4,0.36,2.9,7.0,0.414,6.8,8.2,0.829,1.1,4.5,5.7,7.9,1.4,2.1,2.4,0
Player_328,26,31.6,4.8,0.9,1.8,0.5,0.7,2.1,0.333,5.0,5.5,0.909,4.0,6.8,11.2,7.0,1.6,2.5,4.1,0
Player_329,50,24.3,24.4,4.3,10.7,0.402,2.6,9.1,0.286,2.3,3.4,0.676,2.7,2.3,5.3,3.5,2.6,2.6,2.4,1
Player_330,25,33.7,19.3,4.7,11.8,0.398,1.0,3.5,0.286,2.2,2.8,0.786,1.9,3.8,6.2,8.9,2.8,1.9,4.3,1
Player_331,24,11.8,12.0,2.2,5.3,0.415,0.3,0.9,0.333,3.1,4.6,0.674,2.5,1.7,4.3,9.8,2.8,2.7,4.9,1
Player_332,13,8.7,20.4,4.4,8.3,0.53,2.6,6.8,0.382,4.4,5.6,0.786,1.1,5.0,6.3,5.6,0.0,1.6,0.5,0
Player_333,60,13.9,8.2,1.7,4.2,0.405,1.9,7.5,0.253,1.0,1.5,0.667,1.1,2.4,3.8,5.7,2.8,0.8,0.4,1
Player_334,7,6.9,10.7,1.8,3.4,0.529,0.5,1.7,0.294,1.3,1.5,0.867,0.5,3.0,3.6,3.0,0.2,2.6,0.9,0
Player_335,57,22.5,27.6,5.9,14.1,0.418,1.3,3.7,0.351,6.0,7.1,0.845,0.5,4.0,4.8,5.8,0.8,1.6,2.0,1
Player_336,36,35.9,9.1,1.8,4.6,0.391,0.9,2.3,0.391,1.8,2.3,0.783,1.4,0.7,2.3,4.4,1.5,2.7,0.8,0
Player_337,45,6.3,14.4,3.6,7.2,0.5,2.2,7.6,0.289,2.7,3.5,0.771,3.1,1.2,4.5,3.0,1.4,0.1,4.4,1
Player_338,20,9.0,26.8,6.4,16.9,0.379,1.4,3.5,0.4,6.1,7.8,0.782,2.4,5.6,8.2,0.7,1.8,1.2,0.3,1
Player_339,65,19.9,21.4,4.7,8.6,0.547,3.0,7.0,0.429,4.6,6.8,0.676,0.4,3.7,4.1,2.5,1.4,2.8,1.7,1
Player_340,8,35.8,2.3,0.6,1.6,0.375,0.2,0.6,0.333,2.4,2.8,0.857,3.4,7.0,10.7,2.0,2.8,0.7,1.1,0
Player_341,16,15.4,4.8,0.9,2.0,0.45,1.1,2.8,0.393,4.8,6.1,0.787,2.4,5.7,8.3,5.4,0.7,2.8,4.7,1
Player_342,14,21.7,0.7,0.1,0.2,0.5,1.4,4.6,0.304,0.1,0.2,0.5,3.8,0.6,4.4,6.0,0.8,2.9,3.4,0
